identification ID,cell line,Identified Protein,gene symbol,Accession Number,Molecular Weight,Protein Grouping Ambiguity,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g,hsa-let-7i,hsa-mir-98,hsa-mir-1-1,hsa-mir-1-2,hsa-mir-7-1,hsa-mir-7-2,hsa-mir-7-3,hsa-mir-9-1,hsa-mir-9-2,hsa-mir-9-3,hsa-mir-10b,hsa-mir-15a,hsa-mir-15b,hsa-mir-16-1,hsa-mir-16-2,hsa-mir-17,hsa-mir-18a,hsa-mir-18b,hsa-mir-19a,hsa-mir-19b-1,hsa-mir-19b-2,hsa-mir-20a,hsa-mir-20b,hsa-mir-21,hsa-mir-25,hsa-mir-29a,hsa-mir-29b-1,hsa-mir-29b-2,hsa-mir-29c,hsa-mir-31,hsa-mir-34a,hsa-mir-34b,hsa-mir-34c,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-93,hsa-mir-106a,hsa-mir-106b,hsa-mir-107,hsa-mir-122,hsa-mir-128-1,hsa-mir-128-2,hsa-mir-138-1,hsa-mir-138-2,hsa-mir-140,hsa-mir-141,hsa-mir-143,hsa-mir-145,hsa-mir-155,hsa-mir-199a-1,hsa-mir-199a-2,hsa-mir-200a,hsa-mir-200b,hsa-mir-200c,hsa-mir-205,hsa-mir-206,hsa-mir-214,hsa-mir-221,hsa-mir-222,hsa-mir-363,hsa-mir-429,hsa-mir-451
"H-54,2",HEPG2,bifunctional aminoacyl-tRNA synthetase [Homo sapiens],EPRS,gi|62241042,171 kDa,true,14,6,128,13,7,7,14,10,26,15,13,2,36,7,185,82,15,,,,3,16,8,3,7,6,,3,7,10,116,2,41,8,12,,,4,12,14,3,60,22,2,3,5,5,18,58,12,27,21,9,16,3,5,3,7,22,16,5,6,19,25,96,16,19,9,11,5,,2
"J-514,4",Jurkat,bifunctional aminoacyl-tRNA synthetase [Homo sapiens],EPRS,gi|62241042,171 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,
"G-844,3",LN-229,bifunctional aminoacyl-tRNA synthetase [Homo sapiens],EPRS,gi|62241042,171 kDa,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
"B-321,2",MCF7,bifunctional aminoacyl-tRNA synthetase [Homo sapiens],EPRS,gi|62241042,171 kDa,,,,2,,,,,,,,,,,,3,3,,,,,,,3,,,,,4,,,43,,6,2,4,,,,,,,,5,2,,,,,2,2,3,,,2,,,,,,,,,,,12,,,5,,,,
"T-564,3",NTERA-2,bifunctional aminoacyl-tRNA synthetase [Homo sapiens],EPRS,gi|62241042,171 kDa,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R-187,2",Raji,bifunctional aminoacyl-tRNA synthetase [Homo sapiens],EPRS,gi|62241042,171 kDa,,7,4,5,,9,2,4,3,,,3,,,,,4,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,4,3,,,,2,,,,,,,,,,,,2,2,,,4,,2
"M-136,2",SK-MEL-28,bifunctional aminoacyl-tRNA synthetase [Homo sapiens],EPRS,gi|62241042,171 kDa,true,6,,16,3,4,4,5,6,2,5,35,,2,2,36,10,2,11,,4,5,,14,,,2,,4,,10,36,,12,,,,,2,5,2,,18,16,,3,,,2,26,,,,2,14,3,,6,2,,6,,,,4,24,4,,,,,2,
"N-395,3",SK-N-MC,bifunctional aminoacyl-tRNA synthetase [Homo sapiens],EPRS,gi|62241042,171 kDa,,3,2,,,,,3,2,,2,,,,,,,,,,,,,,,,,,2,,3,2,,,,,,,2,,,,,,,,,,,,,,,,,2,,2,,5,,3,,,,,2,2,,,,,
L-96,A549,arginyl-tRNA synthetase [Homo sapiens],RARS,gi|119581911,75 kDa,,6,,9,,2,,5,4,7,11,16,,,,12,6,,3,,4,4,26,7,,,,,,,7,34,,,10,10,,,,15,,,12,6,,,,,,15,,4,,,,,,,,4,,,,,,11,7,3,,,,3,
C-125,DLD-1,arginyl-tRNA synthetase [Homo sapiens],RARS,gi|119581911,75 kDa,,2,3,33,,,,,,2,5,37,,,,31,5,,,,,,21,,,,2,,,,10,30,,10,3,7,,,,,2,,24,46,,,4,,4,24,,,,,10,,,,,,12,,,,,40,,,,,,2,
P-445,DU145,arginyl-tRNA synthetase [Homo sapiens],RARS,gi|119581911,75 kDa,,,,4,,,2,2,,2,,5,2,2,,3,3,4,,,,,,2,,,,2,5,,7,12,8,4,3,5,,,2,2,2,13,2,,,,2,9,6,9,2,,,,4,,3,,2,2,,,4,,2,,,5,,,3,,
H-131,HEPG2,arginyl-tRNA synthetase [Homo sapiens],RARS,gi|119581911,75 kDa,true,15,4,65,7,7,5,11,10,14,7,11,,11,6,86,32,5,6,3,3,8,20,6,2,4,9,6,7,8,5,64,4,22,6,7,2,,3,5,4,,36,13,4,6,2,5,12,37,8,18,10,3,11,5,6,6,3,9,7,4,6,10,15,45,12,9,10,,5,,6
G-580,LN-229,arginyl-tRNA synthetase [Homo sapiens],RARS,gi|119581911,75 kDa,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,2,2,,,,,5,,,,2,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,3,,,,
B-362,MCF7,arginyl-tRNA synthetase [Homo sapiens],RARS,gi|119581911,75 kDa,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,6,,,28,5,6,3,4,4,,,4,,,2,6,4,,5,,,,5,,,,,,,,,,,,,,,4,,,,,,,
M-213,SK-MEL-28,arginyl-tRNA synthetase [Homo sapiens],RARS,gi|119581911,75 kDa,,4,7,4,,3,6,6,5,3,3,21,,2,3,17,4,,6,2,5,5,,6,,3,5,3,5,,2,22,,11,,2,,,,2,3,,11,5,,,,,2,13,3,2,3,,7,2,,2,,,5,2,,,4,14,6,4,5,,,,
N-745,SK-N-MC,arginyl-tRNA synthetase [Homo sapiens],RARS,gi|119581911,75 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,
L-94,A549,isoleucyl-tRNA synthetase [Homo sapiens],IARS,gi|551622,145 kDa,true,8,,10,,,2,,,4,5,27,,,,7,6,,3,,5,2,17,8,,,,,,,4,44,,,9,9,,,,12,,,14,7,,,,,,10,,4,,,,,,,,3,,,,,,3,6,,,,,,
C-143,DLD-1,isoleucyl-tRNA synthetase [Homo sapiens],IARS,gi|551622,145 kDa,,,,36,,,,,,,2,24,,,,37,2,,,,,2,18,4,,,,,,,7,20,,9,3,7,,,,,,,19,37,,,3,,,28,,2,,,12,,,,,,5,,,,,42,,,,,,,
"P-426,1",DU145,isoleucyl-tRNA synthetase [Homo sapiens],IARS,gi|551622,145 kDa,,,3,2,,,,2,,2,3,6,,2,,3,3,,,,,,,3,,,,4,2,,2,18,2,7,2,9,5,,,6,,24,3,3,,2,,6,3,6,,,2,,3,,,,2,,,,,,,,,6,,,2,,3
H-120,HEPG2,isoleucyl-tRNA synthetase [Homo sapiens],IARS,gi|551622,145 kDa,,11,8,79,7,10,8,10,7,20,11,12,2,11,9,92,31,8,2,,4,5,11,6,2,4,6,5,2,4,2,67,2,25,8,11,,,4,7,,4,37,15,4,5,2,12,11,41,8,17,8,11,14,5,8,5,,18,14,4,6,10,12,41,14,15,13,,4,,2
"J-579,3",Jurkat,isoleucyl-tRNA synthetase [Homo sapiens],IARS,gi|551622,145 kDa,,,,,,4,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
"G-1225,7",LN-229,isoleucyl-tRNA synthetase [Homo sapiens],IARS,gi|551622,145 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B-480,1",MCF7,isoleucyl-tRNA synthetase [Homo sapiens],IARS,gi|551622,145 kDa,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,4,,,29,,5,,,,,,,,,,2,3,,,,,2,3,2,,,,,,,,,,,,,,,,,,,2,,
"T-490,6",NTERA-2,isoleucyl-tRNA synthetase [Homo sapiens],IARS,gi|551622,145 kDa,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
"R-389,8",Raji,isoleucyl-tRNA synthetase [Homo sapiens],IARS,gi|551622,145 kDa,,,,,,,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-268,SK-MEL-28,isoleucyl-tRNA synthetase [Homo sapiens],IARS,gi|551622,145 kDa,,5,,13,,,,2,,,3,30,,,,30,5,,3,,2,3,,4,,,2,3,,,2,20,,6,,,,,,,,,13,12,,,,,,14,,,,,5,,,3,,,,,,,,12,4,,,,,,
"N-682,3",SK-N-MC,isoleucyl-tRNA synthetase [Homo sapiens],IARS,gi|551622,145 kDa,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,
L-209,A549,"leucyl-tRNA synthetase, cytoplasmic [Homo sapiens]",LARS,gi|108773810,134 kDa,,2,,5,,,,,,5,3,12,,,,4,3,,2,,4,,12,3,,,,,,,5,22,,,4,5,,,,5,,,5,4,,,,,,8,,,,,,,,,,,,,,,,,2,,,,,,
C-487,DLD-1,KIAA1352 protein [Homo sapiens],LARS,gi|7243085,138 kDa,,,,14,,,,,,,,3,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,7,,,,,,,,,,,,,,,,6,,,,,,,
"P-575,4",DU145,leucyl tRNA synthetase [Homo sapiens],LARS,gi|7804450,134 kDa,,,,,,,,,,,,2,3,,,4,,,,,,,,,,,,,3,,,10,,3,,3,2,,,3,,14,4,,,2,2,10,2,7,,,2,,4,,,,,,,,,,,,,4,3,,3,,5
"H-460,4",HEPG2,leucyl tRNA synthetase [Homo sapiens],LARS,gi|7804450,134 kDa,,,2,29,,,,2,3,6,,,,2,2,29,11,,,,,,6,,,,2,,,,,21,,7,,3,,,,,,,12,2,,,,,2,13,,3,2,,2,,,,,,,,2,,,14,,3,,,,,
"J-664,5",Jurkat,leucyl tRNA synthetase [Homo sapiens],LARS,gi|7804450,134 kDa,,,2,,,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G-1200,7",LN-229,leucyl tRNA synthetase [Homo sapiens],LARS,gi|7804450,134 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B-664,4",MCF7,leucyl tRNA synthetase [Homo sapiens],LARS,gi|7804450,134 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,16,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-486,NTERA-2,KIAA1352 protein [Homo sapiens],LARS,gi|7243085,138 kDa,,3,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
M-451,SK-MEL-28,KIAA1352 protein [Homo sapiens],LARS,gi|7243085,138 kDa,,3,2,7,,,3,3,3,2,3,13,,,,16,,,,,,4,,,,,,3,3,,3,7,,2,,,,,,,,,4,5,,,,,,11,,,,,,,,,,,,,,,,4,,,,,,,
N-752,SK-N-MC,"leucyl-tRNA synthetase, cytoplasmic [Homo sapiens]",LARS,gi|108773810,134 kDa,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
L-130,A549,"aspartyl-tRNA synthetase, cytoplasmic [Homo sapiens]",DARS,gi|45439306,57 kDa,,4,,5,,3,,2,,4,6,9,,,,3,2,,3,,5,3,10,3,,,,,,,,16,2,11,4,5,,,,5,,,9,3,,,,,,8,,,,,,,,,,,,,,,,6,5,,,,,,
C-137,DLD-1,"aspartyl-tRNA synthetase, cytoplasmic [Homo sapiens]",DARS,gi|45439306,57 kDa,true,,5,23,,,,,,2,,20,,2,,26,4,,,,3,2,14,4,5,2,6,,,2,11,20,,12,7,9,,4,,2,3,,20,26,3,5,8,,3,16,2,4,2,2,11,2,,3,,2,5,,,4,4,33,,,2,,,,
P-223,DU145,"aspartyl-tRNA synthetase, cytoplasmic [Homo sapiens]",DARS,gi|45439306,57 kDa,,5,,4,5,3,2,,2,7,3,7,4,3,5,4,4,4,4,4,6,6,,,7,,6,8,3,4,5,10,7,7,7,6,9,7,3,8,8,18,6,5,6,6,6,9,7,6,5,4,5,3,,,7,,,,,,6,2,2,2,,3,4,3,,3,3
H-124,HEPG2,"aspartyl-tRNA synthetase, cytoplasmic [Homo sapiens]",DARS,gi|45439306,57 kDa,,11,6,48,11,8,7,9,2,13,9,7,3,12,9,71,26,7,8,4,8,7,16,8,6,6,11,8,7,6,8,42,8,23,9,13,8,,8,10,7,6,30,11,8,8,6,9,10,24,9,18,11,10,12,5,11,10,8,9,12,8,11,11,13,29,14,12,14,10,3,2,15
J-196,Jurkat,"aspartyl-tRNA synthetase, cytoplasmic [Homo sapiens]",DARS,gi|45439306,57 kDa,,2,,,2,4,2,2,,,,6,,,2,2,,3,3,,,,2,3,,4,2,2,2,3,2,4,2,2,4,3,,3,2,,,,2,2,4,2,4,2,,,,,2,,,,,4,,,6,4,,3,,4,2,,2,2,,4,6
G-443,LN-229,"aspartyl-tRNA synthetase, cytoplasmic [Homo sapiens]",DARS,gi|45439306,57 kDa,,,,,2,,,2,,2,,,,3,,2,2,2,,,4,,,,3,,,2,3,,2,2,2,,,3,,,,,,,,,,,,6,,,,,,2,,,,,,,,,,,2,,,,2,,,,
B-313,MCF7,"aspartyl-tRNA synthetase, cytoplasmic [Homo sapiens]",DARS,gi|45439306,57 kDa,,,,,2,,,,,,,,,,,,3,,,,,,,2,,4,,,3,2,,20,2,4,3,4,4,,2,5,,,5,6,7,,3,,2,,,4,,,,,,,,,,,3,,,3,,,,2,2,,
R-200,Raji,"aspartyl-tRNA synthetase, cytoplasmic [Homo sapiens]",DARS,gi|45439306,57 kDa,,2,,2,,2,,,,,3,,,,,2,,,,3,,,,,2,,,2,,3,2,3,,,,,2,,,2,,4,2,2,2,,,2,,,,2,,,,,,,,2,,,,2,,,,,,3,2,,
M-294,SK-MEL-28,"aspartyl-tRNA synthetase, cytoplasmic [Homo sapiens]",DARS,gi|45439306,57 kDa,,3,,5,,,,,2,3,,8,,,,11,4,,5,,3,,,,,2,2,,,,,12,,5,,,,,,6,,3,7,7,2,,2,,2,8,2,2,4,,4,,3,2,,,,4,2,2,6,10,4,2,4,2,3,2,
N-316,SK-N-MC,"aspartyl-tRNA synthetase, cytoplasmic [Homo sapiens]",DARS,gi|45439306,57 kDa,,4,,,,,2,3,3,,,,,5,2,,,,,,,,,,,,,,,,3,2,,,,,,3,,,4,,,,2,2,,,,3,,3,,2,3,3,,2,,,4,3,,6,3,,3,3,3,,,2,
"L-187,1",A549,glutaminyl-tRNA synthetase [Homo sapiens],QARS,gi|4826960,88 kDa,true,,,7,,,,,,,,17,,,,2,2,,,,2,,12,2,,,,,,,,18,,,3,4,,,,2,,,3,3,,,,,,6,,,,,,,,,,,,,,,,2,2,,,,,,
"C-129,1",DLD-1,glutaminyl-tRNA synthetase [Homo sapiens],QARS,gi|4826960,88 kDa,true,,,33,,,,,,,,22,,,,33,,,,,,,19,3,,3,2,,,,7,21,,12,2,4,,,,,,,30,37,,,5,,2,30,,4,,,11,,,,,,8,,,,,37,,,2,,,,
"P-941,2",DU145,glutaminyl-tRNA synthetase [Homo sapiens],QARS,gi|4826960,88 kDa,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,,,,,5,2,,,,,5,3,2,,,,,,,,,,,,,,,,,,,,,3,,
"H-139,1",HEPG2,glutaminyl-tRNA synthetase [Homo sapiens],QARS,gi|4826960,88 kDa,true,11,10,78,5,3,4,6,2,,10,9,3,10,6,76,34,5,8,,2,2,16,5,,5,4,3,3,3,2,73,,26,9,14,,,5,6,3,2,36,16,4,6,4,7,13,39,7,20,9,4,11,6,5,6,,8,7,7,8,6,16,46,15,10,8,,,,
"J-802,4",Jurkat,glutaminyl-tRNA synthetase [Homo sapiens],QARS,gi|4826960,88 kDa,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G-1312,4",LN-229,glutaminyl-tRNA synthetase [Homo sapiens],QARS,gi|4826960,88 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B-647,1",MCF7,glutaminyl-tRNA synthetase [Homo sapiens],QARS,gi|4826960,88 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,19,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M-313,1",SK-MEL-28,glutaminyl-tRNA synthetase [Homo sapiens],QARS,gi|4826960,88 kDa,true,2,,3,,,,3,,,4,18,,,,12,,,3,2,3,2,10,,,,,2,2,2,,11,,5,,,,,,2,,,10,8,,,,,2,8,,,,,7,,,,,,,,,,,11,2,,,2,,,
L-146,A549,"methionyl-tRNA synthetase, cytoplasmic [Homo sapiens]",MARS,gi|14043022,101 kDa,,6,,10,,,,2,,4,6,13,,,,7,3,,3,,6,5,16,6,,,,,,2,,26,,,8,7,,,,6,,,9,7,,,,,,7,,,,,,,,,,,,,,,,7,2,,,,,,
C-118,DLD-1,"methionyl-tRNA synthetase, cytoplasmic [Homo sapiens]",MARS,gi|14043022,101 kDa,,2,2,30,,,,,,6,4,32,,,,37,4,,,,4,3,22,6,,3,,2,,,11,22,,17,7,13,,,,,,,27,32,,,4,,7,27,,4,3,,19,,,,,3,13,,,2,2,36,,,2,,2,,
P-406,DU145,"methionyl-tRNA synthetase, cytoplasmic [Homo sapiens]",MARS,gi|14043022,101 kDa,,,3,5,,,,2,,2,2,6,,,2,3,2,3,,2,,2,,2,,3,,2,4,,6,10,7,3,5,3,3,,3,5,2,13,3,2,,3,,9,6,6,,,4,,2,,,,2,,,,,,,,,4,3,,2,2,2
H-137,HEPG2,"methionyl-tRNA synthetase, cytoplasmic [Homo sapiens]",MARS,gi|14043022,101 kDa,,12,13,71,7,8,5,14,11,23,14,17,3,8,5,57,29,6,3,,2,7,11,5,,4,8,4,4,3,,60,5,30,12,14,,2,10,8,2,4,33,13,,6,3,7,13,28,5,14,10,5,10,5,3,5,3,7,12,2,5,7,16,41,14,14,7,,3,,5
B-584,MCF7,"methionyl-tRNA synthetase, cytoplasmic [Homo sapiens]",MARS,gi|14043022,101 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,22,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,
T-615,NTERA-2,"methionyl-tRNA synthetase, cytoplasmic [Homo sapiens]",MARS,gi|14043022,101 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
R-453,Raji,"methionyl-tRNA synthetase, cytoplasmic [Homo sapiens]",MARS,gi|14043022,101 kDa,,,,,,,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
M-328,SK-MEL-28,"methionyl-tRNA synthetase, cytoplasmic [Homo sapiens]",MARS,gi|14043022,101 kDa,,3,,10,,,,2,2,4,,16,,,2,14,2,,3,,2,2,12,,,,,,2,,,14,,6,,,,,,,,,9,8,,,,,,18,,,,,4,,,,,,2,,,2,,11,2,,,,,,
N-611,SK-N-MC,"methionyl-tRNA synthetase, cytoplasmic [Homo sapiens]",MARS,gi|14043022,101 kDa,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,2,,,,,
"L-157,1",A549,lysyl-tRNA synthetase isoform 1 [Homo sapiens],KARS,gi|194272210,71 kDa,true,3,,2,,,,,2,2,5,7,,,,6,6,,,,2,,14,3,,,,,,,,13,,,6,4,,,,5,,,7,4,,,,,,8,,2,,,,,,,,,,,,,,4,2,,,,,,
C-150,DLD-1,lysyl-tRNA synthetase isoform 2 [Homo sapiens],KARS,gi|5031815,68 kDa,,,,32,,,,,,,2,27,,,,25,7,,,,,,24,3,,,,,,,9,19,,13,3,6,,,,,2,,28,36,,,3,,2,19,,3,,,10,,,,,,11,,,,,25,2,,,,,2,
"P-733,1",DU145,lysyl-tRNA synthetase isoform 1 [Homo sapiens],KARS,gi|194272210,71 kDa,true,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,6,,2,3,2,2,,,,,11,,,,,,5,2,3,,,,,2,,,,2,2,,,2,,,,,3,,,,2,3
"H-238,1",HEPG2,lysyl-tRNA synthetase isoform 1 [Homo sapiens],KARS,gi|194272210,71 kDa,true,6,2,40,4,3,,4,6,10,4,8,,6,2,66,19,5,2,,,2,7,2,,3,,,,2,,42,,12,2,5,,,,8,,,19,5,,2,2,4,5,23,5,10,7,2,5,2,2,3,2,5,,,,5,6,24,8,3,9,,4,,2
"J-601,3",Jurkat,lysyl-tRNA synthetase isoform 1 [Homo sapiens],KARS,gi|194272210,71 kDa,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"G-855,3",LN-229,lysyl-tRNA synthetase isoform 1 [Homo sapiens],KARS,gi|194272210,71 kDa,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B-343,1",MCF7,lysyl-tRNA synthetase isoform 1 [Homo sapiens],KARS,gi|194272210,71 kDa,,,,5,,,,,,,2,,,,,,2,,,,,,,3,,,,,4,,,20,3,3,2,5,3,2,,3,,,5,6,4,2,2,,,,,2,2,,,,,,,,,,3,,,4,,,,,2,,
"M-532,1",SK-MEL-28,lysyl-tRNA synthetase isoform 1 [Homo sapiens],KARS,gi|194272210,71 kDa,,,,,,,,,,,,11,,,,12,,,2,,,,,,,,,,,,,11,,2,,,,,,2,,,8,5,,,,,,8,,,,,,,,,,,,,,,,5,,,,,,,
"N-957,4",SK-N-MC,lysyl-tRNA synthetase isoform 1 [Homo sapiens],KARS,gi|194272210,71 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L-306,2",A549,aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform a precursor [Homo sapiens],AIMP1,gi|45006986,34 kDa,,,,,,,,,,,,5,,,,,2,,,,,,2,,,,,,,,,8,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
"C-281,2",DLD-1,aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform a precursor [Homo sapiens],AIMP1,gi|45006986,34 kDa,,,,15,,,,,,,,15,,,,20,,,,,,,8,,,,,,,,5,13,,2,,,,,,,2,,13,16,,,,,,18,,,,,6,,,,,,3,,,,,18,,,,,,,
"P-1408,2",DU145,aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform a precursor [Homo sapiens],AIMP1,gi|45006986,34 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
"H-433,2",HEPG2,aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform a precursor [Homo sapiens],AIMP1,gi|45006986,34 kDa,,4,2,21,5,2,2,3,2,4,,,,,,26,8,2,,,,,5,3,,,2,,,,,20,,9,,3,,,,2,,,9,5,,,,,3,9,2,7,3,,3,2,,,,,,2,,,,20,3,4,,2,,,2
"B-955,2",MCF7,aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform a precursor [Homo sapiens],AIMP1,gi|45006986,34 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M-655,2",SK-MEL-28,aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform a precursor [Homo sapiens],AIMP1,gi|45006986,34 kDa,,,,4,,,,,,,,10,,,,8,,,,,,,,,,,,,,,,10,,3,,,,,,2,,,2,,,,,,,5,,,,,,,,,,,,,,,,6,,,,,,,
L-364,A549,aminoacyl tRNA synthase complex-interacting multifunctional protein 2 [Homo sapiens],AIMP2,gi|11125770,35 kDa,,,,,,,,,,,,2,,,,,2,,,,,,3,,,,,,,,,9,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
C-407,DLD-1,aminoacyl tRNA synthase complex-interacting multifunctional protein 2 [Homo sapiens],AIMP2,gi|11125770,35 kDa,,,,9,,,,,,,,6,,,,8,,,,,,,5,,,,,,,,3,5,,2,,,,,,,,,5,6,,,,,,5,,,,,3,,,,,,3,,,,,6,,,,,,,
P-1298,DU145,aminoacyl tRNA synthase complex-interacting multifunctional protein 2 [Homo sapiens],AIMP2,gi|11125770,35 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
H-507,HEPG2,aminoacyl tRNA synthase complex-interacting multifunctional protein 2 [Homo sapiens],AIMP2,gi|11125770,35 kDa,,2,2,21,6,2,,4,2,3,,,,,,9,5,,,,,,4,,,,,2,,2,,19,2,6,3,2,2,,,,,2,7,3,,2,,3,,6,3,2,3,,,,,,,,,,,,3,7,,2,3,3,,,4
B-737,MCF7,aminoacyl tRNA synthase complex-interacting multifunctional protein 2 [Homo sapiens],AIMP2,gi|11125770,35 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
M-861,SK-MEL-28,aminoacyl tRNA synthase complex-interacting multifunctional protein 2 [Homo sapiens],AIMP2,gi|11125770,35 kDa,,,,2,,,,,,,,7,,,,5,,,,,,,2,,,,,,,,,4,,,,,,,,,,,2,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
C-606,DLD-1,zinc finger protein 385A isoform a [Homo sapiens],ZNF385A,gi|195972903,40 kDa,,,,,,,,,,,,,,2,,,,,2,2,3,,,,,,,,,5,2,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
P-1598,DU145,zinc finger protein 385A isoform a [Homo sapiens],ZNF385A,gi|195972903,40 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-1184,LN-229,zinc finger protein 385A isoform a [Homo sapiens],ZNF385A,gi|195972903,40 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
